shift_id,employee_id,employee_name,shift_date,start_time,end_time,duration,request_status,swap_with,reason
1001895126,9352921690,Leona Smither,4/15/2022,9:50 AM,2:40 AM,5.68,rejected,Ann-marie Hearle,Overtime at another job
5730570139,8253622309,Russell Dampney,7/23/2022,6:37 AM,9:09 PM,5.05,pending,Ellyn Treadaway,Deadline for a project
2170204660,8463122442,Bernadette Sancraft,8/14/2022,3:52 PM,11:02 PM,7.71,rejected,Alyson Thebeau,Shift conflicts with another job
3587824924,3861506831,Ilyssa Pafford,7/28/2022,5:58 PM,2:44 AM,7.06,pending,Claudian Fowlston,Unexpected car breakdown
8057732725,5813830529,Bat Gatchell,8/26/2022,6:06 PM,3:00 AM,10.56,rejected,Ceciley Schulkins,Unforeseen medical appointment
9641121308,0138371970,Morton MacNaughton,2/12/2022,7:15 PM,1:26 PM,5.84,approved,Guendolen Peter,Celebratory occasion
7333444643,4116011878,Sigfried Dollimore,9/8/2022,4:31 AM,2:03 PM,5.18,pending,Shawn Perview,Scheduling error
1660966221,8579314798,Gianni Vanyashin,11/6/2022,2:12 AM,2:46 PM,10.05,approved,Carissa Fitchett,Last-minute travel
5903129129,3401338129,Kimberlyn Baldack,4/13/2022,8:38 AM,10:25 PM,7.97,rejected,Derrick Camellini,Unforeseen medical appointment
1828936499,3415195945,Mose Vitte,8/16/2022,6:21 AM,11:29 PM,9.49,rejected,Harlene Toffoloni,Transportation issues
4725275069,8701725920,Sarette Blaydon,7/19/2022,3:51 AM,7:00 AM,6.34,rejected,Arte Bwy,Overtime at another job
0254170978,4889501568,Nestor Westcarr,8/29/2022,12:15 AM,12:49 AM,7.14,pending,Alphonso Merricks,Transportation issues
6735582594,8605598980,Bunnie Biggerstaff,1/31/2022,1:33 AM,2:31 AM,10.32,rejected,Emelina Avrahamov,Last-minute travel
0899091407,4017998488,Maud Bartel,8/20/2022,10:16 AM,8:21 PM,10.54,rejected,Malcolm O'Docherty,Scheduling error
0620913185,3435319836,Reeta Charle,2/3/2022,5:05 AM,2:10 AM,3.54,pending,Theobald Garioch,Personal appointment
8185384975,7432653704,Maxim Saylor,1/12/2022,3:49 PM,11:49 PM,7.59,rejected,Loydie Kilroy,Personal appointment
8780324126,5334004882,Glenn Sorbey,10/12/2022,8:16 AM,1:46 AM,6.69,approved,Helli Kettoe,Family emergency
3523416280,8602433441,Emmerich Wortman,1/14/2022,2:55 AM,2:34 PM,6.31,rejected,Ulysses Delacote,Personal appointment
1429690305,5601011907,Devonne Chaize,7/2/2022,1:57 AM,10:48 AM,10.89,approved,Toinette Micka,Deadline for a project
3532383977,4156924793,Karalee Luby,8/20/2022,6:07 AM,2:55 PM,9.11,rejected,Ransom Wassell,Personal appointment
3891639139,1760962961,Lizbeth Anton,1/7/2022,8:25 AM,9:21 AM,8.4,approved,Leena Molineaux,Doctor's orders
4101150664,0357987160,Gerome Chishull,6/15/2022,6:00 PM,10:19 AM,6.91,approved,Rosabel Eyton,Traffic congestion
4736219653,3467546927,Fran Hunnaball,2/20/2022,5:13 AM,8:43 PM,4.99,approved,Ansel Cornfield,Vacation plans
8632955373,3036636501,Billi Stairmond,3/11/2022,8:00 AM,2:33 PM,7.97,approved,Theodora Passy,Personal appointment
9007437895,4919081316,Olenolin Heinert,4/3/2022,1:37 PM,7:56 PM,3.99,rejected,Ted Elan,Shift conflicts with another job
8123980523,8292013628,Happy Fasset,12/9/2022,4:16 AM,5:41 PM,7.33,rejected,Brigit Birth,Late shift at current job
0613283066,2110273356,Millie Bonson,2/7/2022,8:48 AM,9:39 PM,10.11,rejected,Mead Sprules,Doctor's orders
1544748590,1408286696,Antonino Strangeways,9/26/2022,9:47 AM,7:12 AM,2.48,pending,Nobie Munks,Unforeseen medical appointment
0421072598,7038747223,Daryn Brolly,12/13/2022,2:54 PM,10:35 PM,8.97,pending,Wylma Colledge,Unexpected car breakdown
6186432033,5266558415,Brier Jeppe,2/6/2022,2:14 AM,6:44 AM,7.6,rejected,Quintina Smy,Personal appointment
9774643313,5834637140,Margaux Pavolini,10/1/2022,8:10 AM,10:06 AM,7.9,approved,Sheri Orbon,Last-minute travel
8418452358,9796528835,Alikee Veeler,5/28/2022,2:56 AM,5:47 AM,1.32,pending,Inger Glynn,Vacation plans
8495456621,9352604148,Demott Speares,10/16/2022,4:10 AM,5:41 PM,9.47,pending,Bernadene Millimoe,Illness
9894136850,4653059985,Analise Stother,1/13/2022,11:17 AM,6:55 AM,6.01,rejected,Loren Pahl,Important meeting
9866333477,4688118813,Erika Laydel,6/18/2022,12:01 AM,9:47 AM,6.79,approved,Corbett Dello,Emergency home repair
6598579945,1879052482,Michele Gascoine,10/1/2022,7:53 PM,8:08 PM,10.49,rejected,Florina Schultes,Traffic congestion
8240524109,8311233497,Kimberly Dobrovolski,6/15/2022,4:18 PM,8:59 AM,7.72,rejected,Myca Davydoch,Emergency home repair
2645851177,0279201079,Emilio Gimblett,2/7/2022,2:24 AM,4:58 AM,5.64,pending,Michelle Neillans,Vacation plans
7859776693,8829882658,Den Millthorpe,11/1/2022,2:16 AM,10:48 AM,6.49,approved,Karim Dedden,Overtime at another job
7942953831,9589599125,Hasty Mackilpatrick,2/21/2022,8:21 PM,12:35 PM,6.44,approved,Merla Vedyaev,Religious observance
9744067535,3808994215,Lissa Tongs,2/1/2022,8:05 PM,3:14 AM,3.04,approved,Maitilde Duffyn,Religious observance
9844842654,0045809976,Pattin Mundell,6/29/2022,9:35 PM,4:39 AM,11.93,pending,Aldric Dorran,Important meeting
9162285181,7221981019,Rodrick Heare,12/2/2022,11:10 PM,5:44 AM,1.86,pending,Pris Bonson,Late shift at current job
8050865347,8272028360,Seka Adrian,8/14/2022,8:33 PM,6:46 AM,8.58,pending,Alexis Gibberd,Doctor's orders
9143512178,0070272794,Marlyn Pfaffel,11/28/2022,7:37 PM,11:14 PM,7.17,approved,Myer Garlant,Deadline for a project
4821781387,3147363708,Helaine Nettleship,11/6/2022,6:48 PM,8:56 AM,6.56,approved,Cort Dalman,Personal appointment
8220625015,8865056584,Codie Canelas,8/26/2022,11:30 PM,11:55 PM,5.3,rejected,Rasia Godthaab,Personal appointment
5607152995,6383936832,Jeri Rycroft,2/5/2022,12:46 PM,2:33 AM,2.06,pending,Thaddeus Bignall,Important meeting
7425948001,7709598374,Haleigh Pickthorne,7/6/2022,7:02 AM,7:33 AM,1.03,rejected,Darcey Mursell,Religious observance
1658985192,1559734485,Mady Northage,5/30/2022,7:52 AM,6:44 PM,7.97,approved,Hew Richard,Vacation plans
5787157648,4253607306,Amandie Snoddy,9/26/2022,7:29 AM,6:23 AM,2.25,pending,Brynna Biggen,Doctor's orders
1563061732,3996050089,Ainslee Magnar,9/23/2022,11:58 AM,12:23 AM,7.61,rejected,Floria Gonzales,Scheduling error
4196919898,4695382555,Muffin Yacob,9/24/2022,4:40 AM,4:18 PM,10.03,rejected,Frasco Templeman,Illness
4407624108,4833597241,L;urette Durdle,9/5/2022,8:44 PM,2:25 AM,2.67,approved,Daron Quinnet,Scheduling error
7406311079,0031274161,Una Fortey,8/25/2022,3:47 PM,5:42 AM,10.81,pending,Brit Prigmore,Doctor's orders
3409783997,8640059055,Ceil Kuhnwald,9/10/2022,10:46 PM,4:15 PM,6.39,pending,Cele Leale,Family emergency
6914557187,8834899377,Rocky Barthrup,7/13/2022,8:54 AM,6:01 AM,2.1,pending,Zondra MacDonell,Doctor's orders
5939401716,7611219588,Sandie Rizzolo,1/3/2022,12:00 AM,1:45 AM,3.07,pending,Gill Falkous,Scheduling error
1577126297,0539045950,Marcelle Galtone,4/11/2022,11:48 AM,9:23 PM,10.68,rejected,Corliss Pothbury,Vacation plans
0969002270,6090262838,Christa Bernlin,4/17/2022,5:31 AM,4:28 PM,4.52,approved,Skip Blankenship,Traffic congestion
8182863430,0573468303,Terence Laroux,12/1/2022,1:44 AM,1:18 PM,8.04,approved,Bertine Habden,Childcare responsibilities
9009338312,1559050047,Tessi Raincin,11/4/2022,6:30 AM,6:04 AM,4.25,rejected,Dotti Peller,Overtime at another job
8018226393,9819131073,Mirella Balfre,2/3/2022,9:29 PM,5:55 PM,5.98,approved,Alyce Argont,Celebratory occasion
5133025351,5502065936,Orlando Cozby,12/14/2022,1:27 AM,12:28 PM,3.88,pending,Nikkie Titlow,Traffic congestion
5863725796,4390142836,Adam Poinsett,7/10/2022,10:47 PM,11:18 PM,3.5,rejected,Geralda Crayker,Unforeseen medical appointment
8663419252,1573397865,Davy Glowinski,5/20/2022,2:30 AM,8:51 PM,6.28,approved,Scarlet Beaument,Shift conflicts with another job
0307126161,3151241379,Franciskus Kaygill,11/16/2022,11:37 PM,4:19 PM,8.71,rejected,Illa Aubury,Religious observance
4401767063,5572111902,Mair McAndie,9/21/2022,10:28 PM,8:51 AM,8.27,pending,Janis Woolaghan,Late shift at current job
3297160543,5143873894,Jack Nobes,9/11/2022,5:11 AM,5:20 PM,6.67,approved,Dionne Coultard,Family emergency
8681587986,7387481822,Bunny Pesselt,4/29/2022,2:16 AM,7:49 PM,7.54,rejected,Dur Boyington,Religious observance
6372536730,3319570056,Norri Derrington,5/13/2022,3:42 PM,11:36 AM,4.17,pending,Quinlan Hebble,Doctor's orders
5759217933,8460372855,Madelena Sodo,6/29/2022,3:02 PM,9:41 PM,1.72,pending,Winni Richten,Doctor's orders
9953715343,5771863874,Corbett Rillstone,12/10/2022,4:11 PM,4:25 PM,2.7,pending,Quintana Arlet,Personal appointment
1879786141,5669144422,Lelia Poston,11/15/2022,8:40 PM,6:16 PM,2.26,approved,Wyatan Varren,Religious observance
8978204953,4086268655,Roddie Danniel,11/13/2022,2:09 PM,10:07 PM,6.44,pending,Dominick Kincaid,Transportation issues
8979525311,2451390522,Fey Edelheit,9/26/2022,10:08 PM,2:25 PM,6.56,approved,Nancie Ewbanks,Traffic congestion
4018629249,1062879147,Maddy Izzett,3/21/2022,4:43 AM,7:33 PM,1.93,rejected,Stacia O'Hare,Overtime at another job
9118728073,4709290687,Shandra Hunday,6/17/2022,4:33 PM,7:53 AM,1.9,approved,Red Franceschi,Illness
3595910036,2852401932,Gussy Nitti,10/20/2022,12:28 PM,7:15 AM,3.6,rejected,Perla Lumly,Religious observance
1129794261,3331104787,Cheston Brotherhed,1/9/2022,3:08 AM,2:02 AM,1.17,rejected,Goddart Lee,Attending a special event
2362790754,6776176507,Chandra Connell,12/26/2022,7:56 AM,9:22 PM,1.26,approved,Carlin Vass,Illness
5129461126,1076659802,Christoforo Pikesley,6/16/2022,6:53 AM,7:47 AM,5.52,rejected,Arabel Pues,Vacation plans
0588294101,8402537251,Barty Salleir,4/24/2022,1:48 AM,7:07 AM,10.26,rejected,Judah Willder,Religious observance
8108109760,4318848604,Hewet Riddel,8/25/2022,11:05 AM,5:11 PM,1.58,rejected,Colby Aim,Unforeseen medical appointment
9153738632,8344811333,Melina Vicioso,6/4/2022,11:28 AM,1:28 PM,2.32,approved,Almira Sellars,Last-minute travel
6535000818,8073616483,Trudie Penreth,4/12/2022,2:39 PM,2:01 AM,8.73,pending,Leslie Vernau,Unexpected car breakdown
8559339272,7566520814,Hedy Corrett,9/7/2022,6:57 PM,6:23 PM,3.34,pending,Blanca Fidgett,Transportation issues
8540422166,0868787272,Rochelle Conerding,4/6/2022,9:19 PM,5:24 AM,2.45,rejected,Novelia McCathie,Doctor's orders
3812007371,1839634340,Nap Gealy,6/7/2022,12:00 AM,6:10 AM,6.4,pending,Bail Gabbatt,Traffic congestion
7736841489,1979284326,Karoline Chown,7/25/2022,5:19 AM,7:02 PM,4.43,rejected,Jo Bulloch,Emergency home repair
7328486813,8801867379,Stevie Paddy,4/24/2022,6:42 PM,11:22 PM,11.9,pending,Randolph Arrault,Unforeseen medical appointment
4230679203,8232957360,Carolyn Schober,5/25/2022,9:37 PM,9:32 PM,1.52,pending,Kendell Worham,Traffic congestion
1016290330,2662438215,Sharia Harries,11/11/2022,2:47 PM,2:39 PM,11.34,approved,Ronnie Scurrell,Religious observance
4368103440,1425570836,Jodi Wiffill,1/25/2022,2:05 PM,6:59 AM,11.96,rejected,Emili Waterhouse,Deadline for a project
6496412774,4659671747,Phip Simmers,1/6/2022,3:51 PM,2:31 AM,8.91,approved,Biron Martschke,Unexpected car breakdown
8570355254,3796403581,Jermaine Stangoe,11/5/2022,1:40 AM,9:12 PM,5.13,rejected,Bennie Este,Vacation plans
4992831842,8790812190,Erminia Foli,12/18/2022,7:41 PM,2:03 PM,3.21,approved,George Mc Faul,Childcare responsibilities
6919636662,8653003193,Orion Hamon,2/20/2022,8:52 AM,10:05 AM,1.27,approved,Bengt Doohan,Childcare responsibilities
3716037974,5139314983,Shem Speedin,12/3/2022,7:47 AM,8:25 AM,2.26,approved,Wilmette Ballay,Transportation issues
5830424010,1867468190,Francklyn Rable,9/25/2022,3:11 PM,5:36 AM,3.18,rejected,Zared Walpole,Personal appointment
6353444249,2604868954,Thayne Hellikes,8/14/2022,11:13 AM,6:00 PM,3.79,rejected,Elissa Suston,Doctor's orders
8584142576,1096158167,Roslyn Gergler,5/15/2022,8:06 AM,12:17 AM,1.72,pending,Maisie Fruser,Transportation issues
0465022243,9511814818,Pavla McLennan,12/8/2022,9:55 AM,8:14 AM,7.72,pending,Rourke Slane,Personal appointment
9193579683,7805833818,Paten Asman,12/23/2022,12:47 AM,1:00 PM,10.38,approved,Beatriz Pargetter,Religious observance
1614414130,4661618866,Wadsworth Niezen,12/10/2022,3:19 PM,4:37 PM,6.04,approved,Conrade Chippindall,Scheduling error
7515208449,2157414568,Amargo Chantillon,6/10/2022,11:08 AM,12:17 PM,7.21,rejected,Antonino O'Howbane,Scheduling error
6796438760,6881583680,Zara Jeaffreson,4/26/2022,5:26 AM,6:18 PM,3.33,approved,Teodor Stove,Celebratory occasion
9057769026,8431961368,Christiano Gerasch,7/23/2022,2:43 PM,5:55 PM,5.03,pending,Daria Shine,Important meeting
3635238171,4044057893,Aguie Anderton,7/15/2022,10:31 PM,1:06 PM,5.96,approved,Stormi Spickett,Illness
3279704502,5491579831,Karrie Spence,6/23/2022,6:07 AM,5:07 AM,7.57,pending,Ashley Beswick,Deadline for a project
6823866993,8162269592,Rudyard Jiruch,12/14/2022,8:47 PM,4:01 PM,11.34,pending,Grove Willshire,Celebratory occasion
9291136573,7396103517,Berta Nicely,8/27/2022,11:51 AM,12:37 PM,8.08,pending,Issi Paddle,Scheduling error
5237393535,4373153019,Fidelio Jaulmes,12/8/2022,1:35 PM,2:08 PM,10.16,approved,Kerri Basek,Religious observance
5829122545,0203888391,Abagael Wordesworth,1/16/2022,10:02 AM,10:13 AM,9.08,approved,Delano Toulson,Traffic congestion
1439290032,1829234145,Hewitt Trye,12/19/2022,9:06 AM,3:49 AM,2.57,rejected,Consolata Cantwell,Religious observance
1283296276,4554790398,Quinn Angless,6/27/2022,7:02 AM,7:44 PM,10.86,pending,Al Darington,Scheduling error
9944752606,7017203321,Amandy Garbutt,10/29/2022,4:25 AM,3:04 AM,4.8,rejected,Homerus Carnall,Deadline for a project
4551773360,8570076851,Emmey McSporrin,3/4/2022,3:08 AM,7:54 AM,7.3,pending,Hildegaard Skeemor,Vacation plans
6570662163,6333435732,Penny Boyer,9/8/2022,7:17 AM,10:01 AM,5.73,pending,Judye Greetland,Unexpected car breakdown
2408525195,6614807501,Avictor Wrankmore,6/30/2022,10:16 PM,8:39 PM,9.28,pending,Selestina Bramhall,Shift conflicts with another job
5734473154,5060016137,Sidoney Laffin,11/13/2022,6:43 PM,11:55 PM,11.29,pending,Winn Prime,Attending a special event
4058029412,2801482455,Claiborn O'Dempsey,11/21/2022,7:02 AM,12:26 AM,9.48,pending,Bernhard Cogdell,Last-minute travel
6569566458,1207547182,Yanaton Hockey,3/23/2022,5:18 PM,4:19 PM,8.6,pending,Gaile Baum,Celebratory occasion
8339701045,3547308828,Byran MacSweeney,2/3/2022,11:05 PM,6:00 AM,10.07,pending,Anatole Thickin,Childcare responsibilities
6139129419,1829595997,Lothaire Ouldcott,3/28/2022,6:38 PM,5:14 PM,4.55,pending,Bendicty Gaythwaite,Important meeting
2504354533,8296043580,Sylvan Haggath,7/17/2022,7:47 PM,8:14 PM,8.17,approved,Malory Smails,Traffic congestion
2076441298,7045461550,Babbette Radborn,8/10/2022,1:40 AM,9:15 AM,4.1,approved,Agatha Penchen,Last-minute travel
6167935149,9354849636,Nesta Vallentin,1/31/2022,2:07 PM,2:20 AM,4.93,rejected,Moyna Larne,Personal appointment
8072427601,7595972906,Stephana Drewitt,1/28/2022,6:05 PM,11:57 AM,2.81,pending,Eldin Challin,Deadline for a project
9167903401,6213562664,Tamqrah Rushbrook,4/1/2022,12:46 PM,11:57 PM,7.89,pending,Thomasin Struttman,Family emergency
8092352038,6491730905,Carleton Daye,12/14/2022,4:35 PM,1:36 AM,3.06,approved,Glenine Neasam,Overtime at another job
4763056123,2041895233,Myrta Spadari,3/13/2022,7:01 PM,4:10 AM,11.59,approved,Lewie Placide,Family emergency
2874112372,7546154731,Morie Waything,6/24/2022,9:29 PM,12:41 AM,4.65,pending,Reinwald Itzkov,Vacation plans
2831163099,2625777761,Jacqueline Knocker,7/22/2022,5:33 AM,6:31 PM,7.82,rejected,Livvy Beamond,Important meeting
6578289836,7831764631,Lemmie Connechy,5/6/2022,10:34 PM,2:15 AM,9.39,approved,Rhody Coy,Scheduling error
5059810860,0193548178,Tilda Pamplin,1/15/2022,2:37 AM,8:42 AM,11.47,rejected,Irma Cutting,Last-minute travel
9002332602,1202751342,Raye Merkel,11/10/2022,1:17 PM,10:22 PM,4.95,approved,Pincas Haily,Unexpected car breakdown
4587368687,8038696395,Loree Fladgate,2/25/2022,9:17 AM,4:36 PM,1.27,pending,Rusty Ternouth,Late shift at current job
8250242807,7901867566,Elinor Lomax,3/27/2022,10:08 PM,3:13 AM,11.18,pending,Alexine Flacke,Late shift at current job
9059883217,8664641420,Farlay Fenix,10/26/2022,8:38 PM,1:33 PM,7.85,approved,Mario Tilliards,Deadline for a project
1061948447,0939428873,Georgetta Giacaponi,3/8/2022,5:31 PM,6:24 AM,5.62,approved,Genevieve McCritichie,Transportation issues
1559303867,1229620575,Sharl Potes,11/4/2022,8:15 PM,2:26 PM,1.54,approved,Selie Braybrooks,Last-minute travel
9036899613,3758806380,Riley Costellow,12/2/2022,2:04 AM,4:45 PM,8.87,pending,Lowrance Jillions,Important meeting
5356903545,7578690701,Eldredge Chattock,8/11/2022,8:00 AM,8:51 AM,3.25,approved,Joelly Pottberry,Celebratory occasion
9545154993,9174860747,Tonye Cubbin,1/29/2022,10:15 PM,2:55 AM,4.58,rejected,Chane Clotworthy,Childcare responsibilities
4770741847,7568644243,Scarface Sharper,3/25/2022,10:14 PM,9:13 AM,8.25,approved,Nanci Rearie,Doctor's orders
9782167762,8149651918,Garth Laughnan,11/19/2022,7:39 PM,8:40 PM,11.3,approved,Benny Leeder,Personal appointment
8454349235,7541865826,Roy Inchan,2/2/2022,1:36 AM,4:40 PM,9.72,rejected,Amble Lardez,Overtime at another job
9086371531,9562965848,Dorian Downton,3/18/2022,1:31 PM,9:06 PM,6.66,approved,Eada Pettit,Important meeting
3638668797,5836628068,Thorvald Iacovozzo,4/9/2022,10:00 PM,8:06 PM,7.2,rejected,Wendye Jewsbury,Doctor's orders
8649044107,7776782599,Kylynn Jiru,10/18/2022,7:01 AM,11:17 PM,7.93,rejected,Bobbie Downing,Scheduling error
9206539353,0417157916,Darcie Cutajar,5/14/2022,6:26 PM,10:58 PM,8.93,rejected,Vaughn Courtliff,Illness
2914831404,3107210218,Granthem Folbigg,7/27/2022,12:04 PM,5:27 AM,3.63,pending,Sammie Hankinson,Attending a special event
6205519798,5935184796,Miof mela Durker,2/4/2022,7:00 AM,1:53 PM,7.27,rejected,Kelcy Ells,Last-minute travel
0579855570,9866182541,Natassia Elgey,1/7/2022,12:47 AM,2:41 AM,4.65,approved,Roma Scartifield,Celebratory occasion
8378440249,7626574222,Phylys Haskayne,8/9/2022,5:53 AM,6:40 PM,9.82,pending,Kelcie Varey,Important meeting
9601351078,6276197092,Matilda Simonson,3/8/2022,8:32 PM,12:37 AM,3.79,rejected,Amory Iwanicki,Illness
8680090751,6736541220,Obediah Plewright,10/24/2022,1:40 AM,3:13 PM,3.35,rejected,Ursula Coathup,Family emergency
2862763284,3515203125,Frazer Flay,4/14/2022,6:16 PM,4:56 PM,4.41,approved,Sonni Borth,Late shift at current job
3321639459,9479844508,Deane Giacovazzo,1/27/2022,12:44 AM,10:40 PM,4.87,pending,Nealy Daly,Family emergency
3136265505,8171764991,Kellia Bennallck,9/5/2022,9:42 PM,11:36 PM,10.68,pending,Hatti Pimm,Unforeseen medical appointment
8988109104,4137504644,Pamella MacIntyre,8/18/2022,8:21 PM,4:03 AM,8.73,pending,Benn Lister,Late shift at current job
9577451055,6644597602,Shari Schruyer,9/20/2022,6:29 PM,2:03 AM,6.68,rejected,Flem Kivelhan,Doctor's orders
6823319062,9391922767,Galvan Niche,11/22/2022,5:43 PM,8:36 PM,9.27,approved,Aluin Hamm,Scheduling error
7175305931,3517803952,Patsy Faivre,10/24/2022,10:49 AM,1:01 PM,5.3,approved,Jemimah Gregoli,Late shift at current job
2490203975,2114795934,Patrizius D'Alessandro,12/9/2022,2:15 PM,1:01 PM,7.6,pending,Thomasa MacMychem,Last-minute travel
7277599861,1415411808,Vera Pearcy,3/28/2022,10:54 PM,5:49 PM,10.52,approved,Sven Eckels,Shift conflicts with another job
7248475432,7290595629,Norina Hefford,1/15/2022,1:33 AM,6:43 PM,3.83,approved,Oralee Eykel,Personal appointment
0145902196,4208322519,Ivar Hekkert,1/8/2022,9:12 AM,3:42 PM,4.37,pending,Terrance Huzzey,Childcare responsibilities
0613642619,6011597858,Con Auden,4/15/2022,7:33 PM,5:45 PM,2.3,approved,Celisse Muggeridge,Religious observance
8213140265,5253098763,Jacenta Mingus,3/7/2022,4:05 PM,11:50 PM,8.66,pending,Corry Speares,Religious observance
2740703910,2640688006,Tucky Lambarton,1/10/2022,6:21 AM,4:57 AM,8.03,pending,Perla Turnpenny,Religious observance
4597395911,7368775085,Sharyl Chalder,1/6/2022,2:02 PM,7:21 PM,1.32,pending,Regan Puzey,Doctor's orders
2946251012,4809900401,Winnah Cattermole,5/11/2022,1:00 AM,6:56 AM,11.05,approved,Kaela Wroth,Doctor's orders
9559362690,1002118336,Randie Aizkovitch,1/7/2022,1:34 PM,5:49 AM,11.21,rejected,Otis Boyack,Late shift at current job
9724640442,0267678630,Ahmed Manterfield,7/12/2022,12:03 AM,3:29 PM,4.49,approved,Davita Vasyutichev,Late shift at current job
9253619422,1961151359,Nataline Wimbush,3/11/2022,10:04 AM,1:02 PM,1.02,rejected,Elayne Sheardown,Personal appointment
4885416388,8311586934,Larisa Yvon,1/14/2022,11:53 PM,12:51 PM,4.67,approved,Far Pardey,Last-minute travel
9992630876,1973276380,Dill O'Cannon,3/19/2022,6:51 AM,7:42 AM,1.99,approved,Isaiah Bikker,Attending a special event
6806198309,3923609523,Corbie Jessard,2/7/2022,1:07 PM,7:09 AM,6.45,approved,Myrtice McGee,Scheduling error
7662722228,5521782923,Dorthy Blair,3/20/2022,3:53 AM,7:20 PM,8.47,approved,Tarah Crambie,Transportation issues
8310826141,1570891486,Caresse Matashkin,8/4/2022,10:08 PM,12:23 AM,10.27,rejected,Tull Edgin,Unforeseen medical appointment
3109515334,1735325066,Bebe Shimmin,4/1/2022,11:55 PM,2:05 AM,4.37,rejected,Teodoor Saywell,Vacation plans
7634278092,6160195891,Kania Seczyk,11/10/2022,4:15 PM,12:24 PM,8.02,approved,Dougy Huitt,Family emergency
5531633726,5613345228,Fremont Rowlstone,5/31/2022,9:53 PM,8:01 PM,10.76,rejected,Duffie Cheevers,Traffic congestion
2084843049,9521347929,Paige Arnatt,3/24/2022,2:11 PM,9:13 AM,7.05,rejected,Orsa Mordanti,Late shift at current job
7806299246,5723273787,Fitz Plank,3/1/2022,3:57 AM,7:14 AM,2.68,pending,Ephrem Pesek,Unforeseen medical appointment
6514783031,1424995728,Johnath Eddisforth,1/9/2022,7:51 AM,10:02 AM,4.31,pending,Max Kenneway,Transportation issues
8881727242,7850600746,Talia Derl,4/24/2022,5:25 AM,8:50 AM,9.41,pending,Guilbert Bartak,Childcare responsibilities
9650373179,7515853476,Hurley Penwarden,1/14/2022,2:33 AM,6:55 PM,5.89,rejected,Ruperto Tomankiewicz,Deadline for a project
9104549775,5560135062,Hertha Strowthers,12/1/2022,1:56 AM,12:23 AM,4.61,pending,Etienne Bonnier,Overtime at another job
8636435277,4242023545,Baron Gosforth,4/9/2022,6:44 AM,10:50 AM,11.88,pending,Ira Pickston,Transportation issues
